locality,zone,infrastructure,area_sqft,distance_highway_km,distance_city_center_km,distance_water_km,distance_metro_km,ownership_changes,years_held,legal_disputes,flood_zone,near_metro,near_tech_park,price_sqft,total_price,asking_price
Koramangala,commercial,excellent,1286.2,10.05,6.04,1.16,1.51,0,24,0,0,0,1,18794.91,24173903.75,22275398.01
Doddaballapur,agricultural,poor,2350.1,2.43,37.14,4.4,3.57,0,13,0,0,0,0,783.71,1841814.05,2355015.01
Begur,residential,average,608.9,8.22,18.26,5.93,1.5,3,13,0,0,1,0,3626.21,2208061.83,1915690.27
Kogilu,residential,good,3058.6,5.81,15.62,7.53,1.73,0,19,0,0,0,0,4847.51,14826636.58,13480289.56
Malleshwaram,residential,excellent,19387.7,7.16,4.38,6.89,4.3,4,21,0,0,0,0,10171.65,197204439.1,265922914.46
Shivajinagar,commercial,excellent,636.6,6.82,4.44,2.98,1.61,5,4,0,0,0,1,11663.45,7424650.16,6601463.64
MG Road,commercial,excellent,1278.7,4.67,0.5,7.9,3.09,0,13,0,0,0,1,30131.33,38530360.23,30642514.38
Anekal,agricultural,poor,3079.1,6.88,35.85,3.96,2.49,0,14,0,0,0,0,877.24,2701135.85,2254360.3
Whitefield,commercial,excellent,4990.3,6.62,16.66,1.46,2.04,0,14,0,0,0,1,8673.54,43283220.65,38644534.07
Vijayanagar,residential,good,1877.7,6.95,8.01,1.07,2.87,1,1,1,0,0,0,5554.1,10428682.12,10030097.04
Nagawara,residential,good,9859.8,8.05,9.33,4.19,3.4,1,10,0,0,0,0,6864.07,67678319.3,73538780.38
Jakkur,residential,good,17039.9,5.45,13.53,1.36,4.05,2,7,1,0,0,0,5221.54,88974460.66,115105078.43
Mahadevapura,residential,good,2944.6,4.96,14.09,3.62,3.08,2,20,0,0,0,0,4938.37,14541545.83,12279987.0
ITPL,commercial,excellent,1018.2,5.16,20.45,3.35,2.96,2,17,0,0,0,1,9850.41,10029757.67,9600034.2
Basaveshwara Nagar,residential,good,4839.1,8.46,9.92,7.15,4.42,1,3,0,0,0,0,6358.36,30768447.65,35962819.52
Frazer Town,residential,excellent,1441.8,7.76,7.68,6.46,0.46,3,10,0,0,1,0,10235.29,14757080.45,18406260.06
Kadugodi,residential,average,8929.7,7.26,23.29,0.47,4.74,0,12,0,0,0,0,3183.7,28429399.26,32683485.61
Mahadevapura,residential,good,19238.8,3.82,13.05,2.91,0.36,0,23,0,0,1,0,7438.71,143111721.77,165245779.42
Yelahanka,residential,good,1266.6,3.89,14.64,1.24,4.5,2,20,1,0,0,0,4128.71,5229276.57,6989017.41
Devanahalli,agricultural,average,885.8,2.3,33.61,2.06,2.91,4,18,0,0,0,0,1562.64,1384138.81,1593117.03
Kogilu,residential,good,4650.9,4.1,14.76,1.03,1.66,5,11,1,0,0,0,3736.73,17379300.02,15006894.51
Bellandur,residential,good,2688.0,6.19,13.2,3.18,1.06,1,12,0,0,1,0,6703.29,18018477.02,13654371.58
Jayanagar,residential,excellent,4030.7,9.3,7.4,3.13,4.95,3,14,0,0,0,0,11283.25,45479268.55,42436594.03
Hebbal,residential,excellent,3601.3,4.9,9.86,6.26,0.81,4,7,0,0,1,1,10823.63,38978682.27,33105103.87
Jakkur,residential,good,3435.9,3.96,13.48,3.51,4.14,1,10,0,0,0,0,6269.78,21542392.95,23277099.68
HBR Layout,residential,good,14430.3,7.19,7.63,0.82,3.04,3,21,0,0,0,0,5986.15,86381826.36,81165054.02
Richmond Town,residential,excellent,3272.9,5.77,6.72,4.88,3.42,0,12,0,0,0,0,14039.49,45949785.36,60678665.86
Frazer Town,residential,excellent,19319.8,7.61,6.09,6.09,2.94,2,3,0,0,0,0,11059.51,213667214.24,180649639.93
Malleshwaram,residential,excellent,8764.3,7.94,6.08,5.19,4.98,2,22,0,0,0,0,10523.21,92229050.21,85147259.57
Hebbal,residential,excellent,2967.0,4.33,8.78,3.62,0.31,0,24,0,0,1,1,13811.62,40978869.7,39120654.0
Nagawara,residential,good,1742.6,7.27,10.15,6.31,2.07,4,14,0,0,0,0,6264.91,10917507.92,13288188.98
Indiranagar,residential,excellent,18254.6,9.25,4.31,3.11,4.36,1,5,0,0,0,0,12046.74,219908474.72,230063498.45
Malleshwaram,residential,excellent,4432.2,4.95,3.7,0.32,1.21,0,12,0,0,1,0,13577.5,60178009.9,47804673.8
Lavelle Road,residential,excellent,15045.1,7.1,5.15,5.29,0.32,5,1,0,0,1,0,16946.96,254969164.16,280779120.75
Bannerghatta Road,residential,good,9126.4,6.28,15.22,6.83,4.14,2,18,1,0,0,0,4660.62,42534570.39,50198048.65
Kalyan Nagar,residential,good,4986.2,8.39,7.91,2.66,0.74,3,24,0,0,1,0,6120.91,30520236.15,27943923.52
Basaveshwara Nagar,residential,good,836.3,6.57,7.86,0.56,3.15,3,15,0,0,0,0,5261.82,4400631.67,4165493.36
Mahalakshmi Layout,residential,good,4452.2,7.68,11.09,3.93,2.4,5,23,0,0,0,0,6295.89,28030632.69,34077789.04
Carmelaram,residential,average,5778.1,8.61,20.17,1.13,2.96,1,23,0,0,0,0,3496.43,20202872.9,18081784.27
Rajajinagar,residential,excellent,4013.3,5.22,6.76,4.01,3.42,0,1,0,0,0,0,10379.98,41658160.86,51433077.13
Mahalakshmi Layout,residential,good,1843.6,6.27,8.6,4.56,4.49,3,16,1,0,0,0,5758.74,10616582.79,11936982.98
Hoskote,agricultural,poor,1060.7,4.18,32.42,4.71,3.17,4,21,0,0,0,0,1067.6,1132401.88,1519191.89
Harlur,residential,good,8715.1,8.38,14.5,3.77,2.57,1,8,0,0,0,0,5721.45,49862895.26,39055192.51
HBR Layout,residential,good,16058.0,6.21,10.16,2.82,0.89,3,24,1,0,1,0,5226.61,83929204.06,87064310.19
Begur,residential,average,1728.7,9.19,15.36,5.07,2.56,2,24,0,0,0,0,3144.25,5435418.19,5578967.1
Doddanekundi,commercial,good,13785.2,3.84,16.71,5.73,1.36,1,13,0,0,1,1,7510.93,103539540.56,78643170.83
Thanisandra,residential,good,2127.4,4.62,12.46,6.72,0.71,1,20,0,0,1,0,6327.09,13460344.49,11382192.81
Tumkur Road,industrial,average,4284.9,0.93,12.41,7.5,3.0,0,8,0,0,0,1,3575.13,15318943.98,15401779.64
Begur,residential,average,2149.7,10.75,18.97,1.71,3.91,3,15,0,0,0,0,3309.78,7114886.92,8817731.67
Peenya,industrial,average,1754.0,3.31,11.94,7.48,2.13,0,13,0,0,0,1,3574.54,6269892.49,5691406.09
RR Nagar,residential,good,1646.8,8.77,11.68,7.65,3.0,1,24,0,0,0,0,5726.68,9430825.68,11243940.54
Chandapura,residential,average,8304.7,6.4,24.8,4.79,3.57,2,6,0,0,0,0,2249.19,18678715.93,16347396.68
Brigade Road,commercial,excellent,19396.7,6.06,2.24,4.78,1.45,0,1,0,0,1,1,31766.44,616163247.53,676913555.01
Harlur,residential,good,1461.8,8.91,17.06,6.07,2.27,3,8,1,0,0,0,3853.24,5632470.62,6075768.09
KR Puram,residential,good,843.8,3.85,14.36,4.12,1.5,1,23,0,0,0,0,5665.31,4780559.72,5402015.3
Basaveshwara Nagar,residential,good,15795.5,5.62,10.58,5.41,1.15,0,2,0,0,1,0,8207.27,129637923.39,166531187.44
Harlur,residential,good,4462.7,6.38,17.61,2.85,1.7,0,1,0,0,0,0,5666.71,25288924.43,23047872.65
Doddaballapur,agricultural,poor,693.2,4.47,38.43,4.3,1.34,4,14,1,0,1,0,785.6,544613.95,596355.92
Frazer Town,residential,excellent,19745.5,7.54,4.51,2.13,4.86,1,22,0,0,0,0,12844.97,253630042.69,220952929.28
Doddanekundi,commercial,good,3031.4,4.45,16.95,3.5,2.13,0,15,1,0,0,1,5621.4,17040600.29,13420640.54
Basaveshwara Nagar,residential,good,3667.5,4.22,9.45,6.02,3.73,0,22,0,0,0,0,6795.18,24921282.84,28505604.93
HSR Layout,residential,excellent,3454.4,8.53,10.49,2.49,4.41,2,20,0,0,0,1,10176.78,35154369.22,31933176.99
Basaveshwara Nagar,residential,good,4146.2,5.37,14.18,2.33,4.83,0,21,0,0,0,0,5934.59,24605939.89,23167808.93
Yelahanka,residential,good,14074.0,3.85,18.45,3.13,4.5,1,21,0,0,0,0,5294.26,74511296.57,74859765.46
Basaveshwara Nagar,residential,good,1019.8,8.8,10.65,2.51,2.59,0,24,0,0,0,0,7232.24,7375656.03,6528727.5
Nagawara,residential,good,2115.1,5.87,7.19,2.29,1.2,1,9,1,0,1,0,6091.17,12883175.05,14911395.02
Devanahalli,agricultural,average,2514.1,3.97,32.26,2.69,3.64,1,4,0,1,0,0,1548.66,3893472.95,5232339.1
Varthur,residential,average,2107.0,9.53,21.98,5.78,0.76,2,13,0,0,1,0,3405.25,7174923.99,6547923.35
Basavanagudi,residential,excellent,638.0,8.65,4.67,4.58,2.66,3,10,0,0,0,0,10716.99,6837596.97,9145145.63
JP Nagar,residential,excellent,1118.3,10.61,7.93,7.13,1.97,4,18,0,0,0,0,7933.1,8871935.01,10722133.64
Varthur,residential,average,2360.6,10.4,18.68,4.61,4.27,1,22,0,1,0,0,3071.36,7250361.59,9170683.41
Hoodi,residential,good,1428.9,4.17,15.61,4.99,2.95,0,14,0,0,0,0,5125.3,7323566.22,5931690.51
Kalyan Nagar,residential,good,1816.4,5.36,10.7,6.9,4.76,2,9,0,1,0,0,5863.22,10649729.15,8512423.32
Bannerghatta Road,residential,good,1348.3,8.28,10.72,0.81,0.34,1,24,0,0,1,0,6428.9,8668255.64,8919677.4
Attibele,industrial,poor,11824.5,4.75,30.67,3.78,3.93,3,24,0,1,0,1,1252.88,14814759.63,19949040.75
MG Road,commercial,excellent,1504.6,4.38,2.78,3.37,4.61,2,7,0,0,0,1,27737.01,41732796.94,36894584.5
KR Puram,residential,good,4225.5,2.11,16.62,0.8,2.26,1,8,0,0,0,0,4808.4,20317839.86,15618740.84
Peenya,industrial,average,7668.8,2.82,14.16,5.04,1.54,2,20,0,0,0,1,3356.47,25740188.45,34086851.03
Doddanekundi,commercial,good,4951.2,5.05,15.25,7.98,0.99,3,1,0,0,1,1,6991.02,34614234.28,33007572.57
Attibele,industrial,poor,17938.5,4.6,30.76,2.47,2.69,0,15,0,0,0,1,1518.98,27248213.3,24202695.35
Kalyan Nagar,residential,good,2598.7,7.62,8.63,7.31,1.58,0,18,0,0,0,0,7434.28,19319741.89,17953083.83
Nagawara,residential,good,2233.8,4.54,9.77,0.56,3.4,3,2,0,0,0,0,6715.97,15002160.55,16588028.85
RR Nagar,residential,good,3370.1,6.97,11.47,6.2,3.43,0,1,0,0,0,0,5709.54,19241447.27,18483282.14
HSR Layout,residential,excellent,7910.5,7.38,10.69,2.36,4.31,1,23,0,0,0,1,10079.78,79736063.78,72411886.48
Electronic City,industrial,good,603.4,3.86,21.66,4.27,1.15,0,3,0,0,1,1,4740.27,2860301.7,3746852.35
Rajajinagar,residential,excellent,1207.4,5.19,8.31,2.1,1.05,2,11,0,0,1,0,11180.85,13500249.07,12092573.8
Nagarbhavi,residential,good,3664.3,9.9,14.38,3.41,4.24,2,8,0,0,0,0,5096.88,18676487.65,16909135.51
Bannerghatta Road,residential,good,4169.3,8.56,14.77,6.72,4.73,2,18,0,0,0,0,5442.79,22692831.32,28187046.3
Kogilu,residential,good,1670.7,7.48,13.41,3.8,3.21,1,10,0,0,0,0,5220.16,8721470.68,8438683.24
Shivajinagar,commercial,excellent,2090.1,5.78,1.91,6.3,4.77,5,19,0,0,0,1,11542.19,24123908.6,27691551.57
Shivajinagar,commercial,excellent,4523.9,4.89,1.02,1.4,2.2,0,15,0,0,0,1,14733.86,66654324.57,78741684.1
MG Road,commercial,excellent,3883.6,8.13,3.4,7.67,1.06,4,2,0,0,1,1,24079.95,93518011.86,91313476.15
Hoskote,agricultural,poor,1512.1,5.23,30.24,3.98,3.95,1,4,0,0,0,0,1333.53,2016393.95,2477952.48
Devanahalli,agricultural,average,1253.3,3.52,32.15,1.61,4.32,2,22,1,0,0,0,1549.02,1941377.04,1666148.39
ITPL,commercial,excellent,2146.7,4.56,19.63,1.12,4.87,5,12,0,0,0,1,8559.17,18373987.37,23324921.02
Varthur,residential,average,1976.5,8.26,21.25,4.31,3.06,1,20,0,0,0,0,3231.5,6387211.66,5840490.13
MG Road,commercial,excellent,1478.8,6.6,1.25,6.28,3.42,4,15,0,0,0,1,25027.1,37011256.16,34004610.41
MG Road,commercial,excellent,1009.2,4.98,0.5,7.59,4.19,0,11,0,0,0,1,32256.42,32554370.56,32659792.88
Banashankari,residential,excellent,1720.3,9.55,12.07,0.6,1.91,0,20,0,0,0,0,7853.54,13510409.84,12707608.87
Hoodi,residential,good,771.2,4.47,17.24,1.92,3.36,1,5,1,1,0,0,4578.71,3531224.04,3014357.23
Richmond Town,residential,excellent,3556.9,6.34,5.61,1.43,1.38,0,15,0,0,1,0,15666.61,55724849.63,59492563.22
Hoskote,agricultural,poor,1677.1,3.69,32.07,2.33,2.52,0,20,0,0,0,0,1366.29,2291416.91,2462486.13
Frazer Town,residential,excellent,7633.3,9.02,3.73,6.55,2.37,2,1,0,1,0,0,10349.53,79001321.58,91482521.29
Attibele,industrial,poor,1583.4,4.41,27.63,1.89,1.43,0,15,0,0,1,1,1638.04,2593605.08,3066890.88
Begur,residential,average,4607.0,10.43,16.7,5.96,4.29,2,20,0,0,0,0,3269.96,15064661.92,14200405.62
RR Nagar,residential,good,1167.2,7.63,10.3,5.13,3.7,1,20,0,0,0,0,5441.36,6351254.75,6650084.71
Koramangala,commercial,excellent,4641.5,8.69,7.68,6.23,2.89,2,9,1,0,0,1,16052.55,74507463.8,99861512.13
KR Puram,residential,good,1027.0,2.57,12.81,7.7,3.9,0,18,0,0,0,0,4862.34,4993735.05,4677775.85
Thanisandra,residential,good,3508.7,6.84,11.78,5.55,1.4,1,13,0,0,1,0,5950.12,20877163.6,25111394.6
Hebbal,residential,excellent,1436.4,2.01,8.71,2.18,4.14,0,22,0,0,0,1,10775.62,15477753.38,16290001.76
Brookefield,residential,excellent,3669.9,6.01,16.07,4.64,3.26,0,10,0,0,0,0,7385.31,27103497.56,25109510.16
Kadugodi,residential,average,7181.6,7.37,22.17,2.53,4.34,1,23,0,0,0,0,2933.97,21070550.79,28336519.54
HBR Layout,residential,good,14858.8,5.71,9.35,5.02,3.33,4,12,0,0,0,0,6076.43,90288714.37,79271084.17
Whitefield,commercial,excellent,2745.6,6.04,18.82,2.68,3.27,1,16,0,0,0,1,7312.82,20077999.86,18951445.53
MG Road,commercial,excellent,1086.0,6.79,1.43,1.66,1.2,0,3,0,0,1,1,32953.9,35789338.91,37745098.15
Malleshwaram,residential,excellent,12292.3,7.19,3.91,1.09,2.69,0,12,0,0,0,0,14467.5,177838220.72,168347190.74
Brookefield,residential,excellent,2248.6,5.64,13.75,3.49,1.78,1,22,0,0,0,0,7056.55,15867053.33,16936329.92
Shivajinagar,commercial,excellent,2169.4,5.4,2.41,5.94,0.91,1,3,0,0,1,1,15843.17,34370885.8,44375506.9
Marathahalli,commercial,excellent,3432.5,3.91,14.26,5.84,4.72,1,12,0,0,0,1,10073.67,34578320.5,31807315.79
HSR Layout,residential,excellent,2851.4,8.82,11.39,4.45,3.57,3,7,0,0,0,1,10253.92,29237924.32,29995632.17
MG Road,commercial,excellent,2136.0,5.94,2.2,3.38,4.17,1,22,0,0,0,1,29348.99,62689598.64,70447975.33
Frazer Town,residential,excellent,9501.7,8.99,4.21,3.3,2.99,5,20,1,0,0,0,8946.02,85002534.23,93111082.83
Chandapura,residential,average,5958.4,8.09,23.02,4.44,2.02,1,2,0,0,0,0,2436.26,14516272.46,17924749.84
Begur,residential,average,3720.3,8.53,18.55,1.12,3.41,2,9,0,0,0,0,3116.37,11593805.75,10529878.94
Sarjapur Road,residential,good,3626.4,7.78,18.0,0.85,4.29,1,9,0,1,0,1,5239.13,18999180.07,25204314.53
Richmond Town,residential,excellent,2476.4,5.06,4.04,1.1,1.9,0,9,0,0,0,0,16980.04,42048721.95,35609801.53
Doddanekundi,commercial,good,2107.4,3.65,16.35,7.17,0.94,0,16,0,0,1,1,8371.02,17640803.29,23644364.74
Harlur,residential,good,989.8,7.37,17.82,5.81,1.58,4,18,0,0,0,0,4740.43,4692039.81,3713036.61
BTM Layout,residential,excellent,2485.5,10.64,8.54,2.69,0.76,1,17,0,0,1,0,11202.81,27844251.4,23784844.58
Kalyan Nagar,residential,good,1449.5,6.4,9.07,4.38,3.62,0,6,0,0,0,0,6540.62,9480783.07,9258698.26
Kadugodi,residential,average,4909.5,4.82,21.04,3.45,2.61,4,12,0,0,0,0,2727.67,13391610.97,12479256.99
Shivajinagar,commercial,excellent,881.7,6.96,2.21,5.29,1.2,1,12,0,0,1,1,18277.43,16115843.01,15168407.88
Yeshwanthpur,commercial,good,2158.7,2.31,5.87,5.3,4.01,1,18,0,0,0,1,8942.25,19303757.21,14941386.29
Varthur,residential,average,19477.0,6.92,22.2,4.88,2.43,2,5,0,0,0,0,3296.26,64201351.43,78730972.06
Brookefield,residential,excellent,19366.8,6.44,15.86,1.78,2.81,0,19,0,0,0,0,8505.41,164722694.91,140558371.13
Sarjapur Road,residential,good,1168.1,6.99,21.73,0.9,2.41,0,3,0,0,0,1,5248.93,6131461.09,4726321.69
Thanisandra,residential,good,4416.8,6.2,10.21,0.26,2.7,0,18,0,1,0,0,5436.64,24012411.84,20025246.56
Thanisandra,residential,good,3063.5,4.72,11.51,4.34,1.42,0,19,0,0,1,0,6193.92,18975303.52,20862643.17
Basaveshwara Nagar,residential,good,4206.0,4.36,7.75,0.77,1.64,0,20,0,0,0,0,6292.85,26467827.9,22194389.12
Marathahalli,commercial,excellent,17270.0,4.52,15.35,6.97,0.61,1,13,0,0,1,1,9746.63,168324022.25,177942923.87
Marathahalli,commercial,excellent,3365.5,3.48,13.33,2.47,2.22,2,2,0,0,0,1,9581.75,32247102.56,25911173.8
Bannerghatta Road,residential,good,3079.9,7.88,12.12,7.85,3.86,0,21,0,0,0,0,6086.32,18745418.89,17068583.78
Hebbal,residential,excellent,1128.6,2.17,10.88,1.36,3.66,3,18,0,0,0,1,10690.3,12064640.06,16267782.04
Varthur,residential,average,4480.0,9.76,21.71,0.74,2.02,3,5,1,0,0,0,2944.09,13189573.67,14271243.26
Kalyan Nagar,residential,good,993.6,7.36,11.4,3.75,4.31,3,24,0,0,0,0,6492.52,6450867.57,6201734.68
Hoodi,residential,good,16451.5,6.47,15.09,5.36,4.83,0,14,0,1,0,0,5233.76,86103095.84,114015311.81
Jakkur,residential,good,4139.0,4.21,10.85,4.69,4.55,1,10,0,0,0,0,5215.05,21585201.03,27011033.39
Vasanth Nagar,residential,excellent,701.8,6.6,4.18,5.08,4.37,0,18,0,0,0,0,18693.15,13119494.7,17659308.71
Thanisandra,residential,good,9891.5,5.38,11.78,5.07,4.3,3,16,1,0,0,0,4599.95,45500204.69,47589254.81
Doddanekundi,commercial,good,16307.6,4.3,17.57,3.42,4.03,1,6,0,0,0,1,7204.55,117489228.73,115036115.1
Electronic City,industrial,good,1433.2,3.89,21.95,4.7,2.77,1,3,0,0,0,1,4468.85,6404794.51,4957173.5
Yeshwanthpur,commercial,good,1424.3,2.91,7.32,1.21,1.7,5,12,0,0,0,1,5970.53,8504076.28,9744851.38
Banashankari,residential,excellent,3720.5,9.65,10.65,6.88,0.36,1,2,1,0,1,0,7380.06,27457194.46,25786780.72
JP Nagar,residential,excellent,1388.9,6.74,11.99,1.44,3.82,2,22,0,0,0,0,8780.0,12194682.0,9436546.14
Kadugodi,residential,average,1410.2,7.11,22.27,1.61,3.48,1,9,0,0,0,0,3094.62,4364044.87,3823064.79
Indiranagar,residential,excellent,4250.9,7.11,6.43,3.18,0.5,0,11,0,0,1,0,16287.84,69237896.35,62718245.39
Hebbal,residential,excellent,3984.9,1.77,7.95,6.75,1.44,0,6,1,0,1,1,11239.95,44790123.33,40492257.56
Marathahalli,commercial,excellent,3006.6,5.29,15.99,2.77,3.78,2,9,0,0,0,1,9855.87,29632294.39,39390804.97
Sadashivanagar,residential,excellent,1683.9,7.53,6.44,0.62,3.56,1,9,0,0,0,0,14838.21,24985437.96,32781384.11
Nagarbhavi,residential,good,3292.0,6.01,12.24,7.26,4.32,2,23,0,0,0,0,5718.93,18826879.6,19672482.54
Bellandur,residential,good,6193.1,7.57,16.92,5.24,4.96,2,3,1,0,0,0,4837.58,29959576.82,28739088.88
Shivajinagar,commercial,excellent,1328.8,3.06,2.9,1.19,0.42,1,20,0,0,1,1,18004.0,23924493.22,31679811.25
Vasanth Nagar,residential,excellent,1356.5,6.33,4.96,7.34,3.62,0,1,0,0,0,0,16491.42,22370864.39,27849212.82
Frazer Town,residential,excellent,3014.7,8.9,1.89,5.16,3.41,4,15,0,0,0,0,10633.26,32056590.53,40973399.77
Frazer Town,residential,excellent,3232.2,7.13,4.62,1.05,3.22,3,24,0,0,0,0,9540.88,30838073.04,23792650.55
HSR Layout,residential,excellent,1892.9,3.33,12.83,5.93,1.51,1,2,0,0,0,1,10305.69,19507584.54,15355033.65
Whitefield,commercial,excellent,2766.7,5.63,16.79,0.43,4.38,2,16,0,0,0,1,7098.1,19638230.37,22364528.58
Jakkur,residential,good,612.8,3.53,16.33,5.12,4.41,2,14,0,0,0,0,4827.14,2958091.37,2981488.21
Lavelle Road,residential,excellent,1670.3,6.73,0.5,4.52,2.67,2,2,0,0,0,0,21620.28,36113429.3,48142401.61
Harlur,residential,good,2158.9,7.97,17.22,6.45,3.65,2,23,0,0,0,0,5827.0,12580023.87,12405306.54
Basavanagudi,residential,excellent,2630.6,8.93,7.98,3.85,4.71,2,22,0,0,0,0,10639.7,27989135.02,25244132.97
Mahadevapura,residential,good,11140.0,5.5,13.82,5.88,1.11,2,2,0,0,1,0,5759.27,64158161.33,83728707.49
Vasanth Nagar,residential,excellent,1084.4,6.73,4.15,4.41,2.68,2,22,1,0,0,0,14214.02,15413380.37,12933899.51
Basavanagudi,residential,excellent,1357.8,10.3,5.73,3.72,0.7,2,24,0,0,1,0,11084.65,15051288.62,15386466.26
RR Nagar,residential,good,4371.0,7.78,11.56,7.19,0.33,1,24,0,0,1,0,6196.67,27085927.85,34145635.76
Frazer Town,residential,excellent,16567.2,7.72,3.44,1.82,3.12,1,17,0,0,0,0,12278.72,203424319.78,170829138.51
ITPL,commercial,excellent,9702.3,6.51,18.36,7.17,4.93,0,15,1,0,0,1,7896.3,76612587.74,88551910.4
Basavanagudi,residential,excellent,4850.8,12.49,6.22,5.77,3.13,2,5,1,0,0,0,8361.07,40557484.41,54731654.73
Bellary Road,commercial,excellent,4403.4,2.98,9.48,0.6,4.83,2,12,0,0,0,1,8484.0,37358399.51,43981167.85
Yelahanka,residential,good,2442.3,4.48,15.53,1.91,2.88,2,2,0,0,0,0,4551.95,11117450.58,9690282.79
Doddaballapur,agricultural,poor,12190.2,2.01,39.53,0.57,2.57,6,1,1,0,0,0,582.95,7106293.26,7827103.29
HSR Layout,residential,excellent,919.7,7.6,12.09,3.04,3.4,1,13,0,0,0,1,11614.37,10682045.53,12429669.28
Begur,residential,average,6176.7,9.95,19.5,3.12,4.41,0,11,0,0,0,0,3288.37,20311396.99,20238107.22
Basavanagudi,residential,excellent,735.0,11.89,6.53,4.93,3.9,1,19,0,0,0,0,9498.52,6981547.39,6979812.4
Brookefield,residential,excellent,652.1,4.3,14.51,5.5,2.33,1,12,0,0,0,0,8561.2,5582521.74,6779350.86
Sadashivanagar,residential,excellent,9473.0,4.93,3.15,2.83,1.02,0,20,0,0,1,0,18625.41,176437727.83,198422143.5
MG Road,commercial,excellent,1452.0,3.45,2.09,2.47,2.23,0,6,1,0,0,1,22582.22,32789539.86,28420878.99
RR Nagar,residential,good,3563.2,7.08,11.27,3.49,4.01,3,7,0,0,0,0,4737.96,16882360.36,15439978.75
Bellary Road,commercial,excellent,13464.8,1.97,10.76,6.54,0.45,2,17,0,0,1,1,10424.9,140369439.61,176212157.1
Attibele,industrial,poor,1085.1,7.06,29.28,5.1,2.96,0,19,0,0,0,1,1585.89,1720858.0,1625051.19
Devanahalli,agricultural,average,4333.2,2.36,36.83,0.31,2.77,3,15,0,0,0,0,1422.94,6165842.81,7902327.25
Chandapura,residential,average,2153.9,6.08,21.66,7.71,4.84,3,4,0,0,0,0,2489.55,5362186.47,6602280.09
Electronic City,industrial,good,782.4,2.54,24.09,6.56,1.47,2,1,0,0,1,1,4541.3,3553278.11,3460184.3
Richmond Town,residential,excellent,4330.2,6.09,3.27,7.45,2.36,1,3,1,0,0,0,11968.2,51824767.78,67464302.47
MG Road,commercial,excellent,603.6,5.9,4.14,0.79,1.34,2,24,0,0,1,1,31372.5,18934884.96,24378317.07
Mahadevapura,residential,good,987.6,4.18,14.67,7.71,3.7,0,1,0,0,0,0,6199.93,6123209.01,7179515.66
Anekal,agricultural,poor,973.9,5.77,33.56,3.48,4.17,0,14,0,0,0,0,929.87,905632.61,1099124.08
ITPL,commercial,excellent,780.6,3.89,15.22,7.98,1.6,0,23,0,0,0,1,11099.39,8664456.89,9267409.91
Vijayanagar,residential,good,642.5,7.96,10.2,3.91,4.54,1,16,0,0,0,0,6169.49,3964072.78,3998322.41
Sadashivanagar,residential,excellent,3476.4,6.68,5.95,7.13,2.18,0,10,1,0,0,0,13820.56,48046172.0,57530871.31
Yelahanka,residential,good,4803.2,4.59,19.54,1.37,2.69,4,21,0,0,0,0,4653.37,22351056.2,27588649.24
Yelahanka,residential,good,1315.9,3.94,20.12,4.64,2.37,0,8,0,0,0,0,5582.33,7346010.54,9632217.39
Bommanahalli,residential,good,19628.6,7.72,13.37,1.6,2.59,5,23,0,0,0,0,4186.57,82176594.43,88588799.4
Hoskote,agricultural,poor,3155.4,3.92,31.95,0.68,4.82,2,3,0,0,0,0,1236.85,3902774.36,3577840.97
Banashankari,residential,excellent,18180.0,10.67,9.7,0.67,4.09,2,11,0,0,0,0,7344.61,133524950.93,114203924.18
Yelahanka,residential,good,1776.2,4.92,17.51,2.29,1.63,2,20,0,0,0,0,4314.86,7663927.68,7629305.43
Peenya,industrial,average,4088.4,1.08,11.3,5.43,2.81,5,14,0,0,0,1,2648.56,10828321.94,8162463.36
Peenya,industrial,average,3322.7,3.18,12.97,3.15,1.02,0,18,0,0,1,1,3763.62,12505255.27,14884563.79
Varthur,residential,average,2002.7,8.02,18.84,2.3,4.48,2,15,0,0,0,0,2932.84,5873720.79,4867837.03
Electronic City,industrial,good,1373.5,6.04,22.92,3.16,4.72,1,24,0,0,0,1,4499.71,6180317.92,5912285.41
Vijayanagar,residential,good,1216.6,6.5,9.25,6.19,1.32,2,24,0,0,1,0,6816.96,8293474.89,7778429.61
Harlur,residential,good,3345.0,5.85,16.49,7.71,4.46,1,17,0,0,0,0,6131.67,20510714.86,19209153.98
Bommanahalli,residential,good,2404.8,8.3,13.73,5.48,3.65,2,3,0,0,0,0,5198.65,12501614.3,11704050.76
HBR Layout,residential,good,828.5,9.19,11.16,7.53,2.06,2,22,1,0,0,0,5297.93,4389244.96,5390880.65
Thanisandra,residential,good,4499.5,4.68,11.94,5.96,3.49,1,19,0,0,0,0,6424.9,28908549.16,37822633.59
Yeshwanthpur,commercial,good,3528.7,2.76,9.12,7.58,1.16,1,15,0,0,1,1,9570.54,33771772.62,35633184.59
Bommanahalli,residential,good,1426.8,7.76,11.5,1.61,3.0,1,18,0,0,0,0,5238.01,7473483.55,5925598.56
Mahalakshmi Layout,residential,good,3266.9,6.53,9.26,5.52,3.5,1,10,0,0,0,0,8057.0,26321621.92,33365759.38
Bellandur,residential,good,789.0,5.87,15.03,1.42,2.05,1,7,1,0,0,0,5498.84,4338331.79,4375305.28
JP Nagar,residential,excellent,1519.2,9.76,9.69,5.53,3.58,5,19,0,0,0,0,7182.6,10911966.13,12353219.32
